row#,Dominant_Topic,Topic_Keywords,Num_Documents,Perc_Documents
2124.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2125.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
2126.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2127.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
2128.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
2129.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
2130.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2131.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2132.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
2133.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
2134.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2135.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
2136.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
2137.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
2138.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2139.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2140.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2141.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
2142.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2143.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2144.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2145.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2146.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2147.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
2148.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2149.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2150.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2151.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2152.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2153.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2154.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
2155.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
2156.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
2157.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
2158.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
2159.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
2160.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2161.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
2162.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
2163.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2164.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2165.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
2166.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2167.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
2168.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2169.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2170.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2171.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
2172.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2173.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
2174.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2175.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
2176.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
2177.0,2.0,"shi, „normal”, connexion, judgement, subtitel, discussionsdeb, mention, queri, insight, revision😉",,
2178.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2179.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2180.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2181.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
2182.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2183.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
2184.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2185.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2186.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2187.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2188.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
2189.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2190.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2191.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2192.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
2193.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2194.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2195.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2196.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2197.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
2198.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2199.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
2200.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2201.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2202.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2203.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2204.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
2205.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2206.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
2207.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2208.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
2209.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
2210.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2211.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2212.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2213.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2214.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
2215.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2216.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2217.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2218.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2219.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
2220.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2221.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
2222.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2223.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
2224.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2225.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2226.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2227.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2228.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2229.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
2230.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2231.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
2232.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2233.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2234.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
2235.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2236.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
2237.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
2238.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2239.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2240.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2241.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
2242.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2243.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
2244.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2245.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
2246.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2247.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2248.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2249.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
2250.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2251.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2252.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
2253.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
2254.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
2255.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2256.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2257.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
2258.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
2259.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2260.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2261.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
2262.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
2263.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
2264.0,0.0,"de, ressemblait, eu, nou, poser, c’est, vraie, une, le, seul",,
2265.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
2266.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2267.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2268.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
2269.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
2270.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
2271.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
2272.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
2273.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
2274.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2275.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2276.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2277.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2278.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
2279.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
2280.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
2281.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
2282.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2283.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2284.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
2285.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2286.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2287.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2288.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
2289.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2290.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2291.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2292.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
2293.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2294.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2295.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2296.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2297.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
2298.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
2299.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2300.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2301.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
2302.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
2303.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2304.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
2305.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2306.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
2307.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2308.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
2309.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
2310.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2311.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
2312.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
2313.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2314.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
2315.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2316.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2317.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
2318.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2319.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2320.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2321.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
2322.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2323.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
2324.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2325.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2326.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2327.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2328.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2329.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
2330.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
2331.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2332.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
2333.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
2334.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
2335.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
2336.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
2337.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
2338.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2339.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2340.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
2341.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2342.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2343.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
2344.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2345.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2346.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
2347.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2348.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2349.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
2350.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2351.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
2352.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
2353.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
2354.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
2355.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
2356.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2357.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
2358.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
2359.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2360.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
2361.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2362.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
2363.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
2364.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
2365.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2366.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2367.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2368.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2369.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
2370.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2371.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2372.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2373.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
2374.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2375.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
2376.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2377.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
2378.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
2379.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
2380.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2381.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2382.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2383.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2384.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2385.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2386.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2387.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2388.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
2389.0,2.0,"shi, „normal”, connexion, judgement, subtitel, discussionsdeb, mention, queri, insight, revision😉",,
2390.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2391.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2392.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
2393.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2394.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
2395.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
2396.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
2397.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2398.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2399.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2400.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2401.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
2402.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2403.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
2404.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
2405.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
2406.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2407.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
2408.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
2409.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2410.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
2411.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
2412.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
2413.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2414.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2415.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
2416.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2417.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2418.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2419.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2420.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
2421.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
2422.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
2423.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2424.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2425.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2426.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
2427.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2428.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2429.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
2430.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2431.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2432.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2433.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2434.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2435.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2436.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
2437.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
2438.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2439.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2440.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
2441.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
2442.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2443.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2444.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
2445.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
2446.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2447.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2448.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2449.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
2450.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
2451.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2452.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2453.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
2454.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
2455.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
