row#,Dominant_Topic,Topic_Keywords,Num_Documents,Perc_Documents
8193.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
8194.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8195.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
8196.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
8197.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
8198.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
8199.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
8200.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
8201.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8202.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
8203.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
8204.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
8205.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
8206.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
8207.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8208.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
8209.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8210.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
8211.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8212.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8213.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
8214.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
8215.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8216.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8217.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
8218.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
8219.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
8220.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
8221.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8222.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8223.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
8224.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
8225.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8226.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
8227.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8228.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8229.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8230.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8231.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
8232.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
8233.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8234.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8235.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
8236.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8237.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8238.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8239.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
8240.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
8241.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8242.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
8243.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8244.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
8245.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8246.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8247.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8248.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
8249.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8250.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8251.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
8252.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
8253.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8254.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
8255.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8256.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
8257.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
8258.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
8259.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
8260.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
8261.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8262.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8263.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
8264.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
8265.0,0.0,"de, ressemblait, eu, nou, poser, c’est, vraie, une, le, seul",,
8266.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8267.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8268.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8269.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8270.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
8271.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8272.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
8273.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8274.0,0.0,"de, ressemblait, eu, nou, poser, c’est, vraie, une, le, seul",,
8275.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
8276.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8277.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8278.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
8279.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
8280.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
8281.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
8282.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8283.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
8284.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
8285.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8286.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8287.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
8288.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
8289.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
8290.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
8291.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8292.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8293.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
8294.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
8295.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8296.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
8297.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8298.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8299.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8300.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
8301.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8302.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8303.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8304.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8305.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
8306.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
8307.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8308.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
8309.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
8310.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8311.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
8312.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
8313.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8314.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
8315.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
8316.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8317.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8318.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
8319.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
8320.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8321.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8322.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
8323.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
8324.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
8325.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8326.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
8327.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8328.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8329.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
8330.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
8331.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8332.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8333.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
8334.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8335.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
8336.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
8337.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
8338.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8339.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
8340.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8341.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8342.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8343.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
8344.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
8345.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8346.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
8347.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8348.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
8349.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8350.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8351.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
8352.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
8353.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8354.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8355.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
8356.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8357.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
8358.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
8359.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8360.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
8361.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8362.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
8363.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8364.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8365.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8366.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8367.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
8368.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
8369.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
8370.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8371.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8372.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8373.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
8374.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
8375.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
8376.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8377.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
8378.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8379.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8380.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
8381.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8382.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
8383.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
8384.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8385.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8386.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
8387.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
8388.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
8389.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8390.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
8391.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8392.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
8393.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
8394.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
8395.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
8396.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
8397.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
8398.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8399.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8400.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8401.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8402.0,0.0,"de, ressemblait, eu, nou, poser, c’est, vraie, une, le, seul",,
8403.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8404.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8405.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
8406.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
8407.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
8408.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8409.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8410.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
8411.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
8412.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
8413.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8414.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8415.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
8416.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
8417.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
8418.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
8419.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8420.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8421.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8422.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
8423.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
8424.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
8425.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
8426.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
8427.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8428.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8429.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
8430.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8431.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
8432.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8433.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8434.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
8435.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8436.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
8437.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
8438.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
8439.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8440.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
8441.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
8442.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
8443.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8444.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
8445.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8446.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8447.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8448.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
8449.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
8450.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8451.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8452.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
8453.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
8454.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
8455.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8456.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
8457.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8458.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
8459.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8460.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8461.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
8462.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
8463.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8464.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
8465.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8466.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
8467.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
8468.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8469.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8470.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8471.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8472.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
8473.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
8474.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8475.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8476.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8477.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
8478.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8479.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8480.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8481.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8482.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8483.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8484.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8485.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8486.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8487.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
8488.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
8489.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8490.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8491.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8492.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
8493.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
8494.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
8495.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
8496.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8497.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
8498.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8499.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
8500.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8501.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
8502.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
8503.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8504.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
8505.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8506.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
8507.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8508.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
8509.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
8510.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
8511.0,1.0,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",,
8512.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8513.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
8514.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8515.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8516.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8517.0,9.0,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",,
8518.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
8519.0,6.0,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",,
8520.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8521.0,3.0,"record, engag, normal, email, similar, prefer, dont, point, stop, account",,
8522.0,7.0,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",,
8523.0,5.0,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort",,
8524.0,4.0,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",,
8525.0,8.0,"live, content, inform, upload, video, teach, find, abil, chat, activ",,
