doc_no,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
2438,2438,6.0,0.699999988079071,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend","['mean', 'time']"
2439,2439,9.0,0.3102000057697296,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl","['person', 'email', 'inform', 'high', 'pressur', 'intens', 'situat', 'group', 'zoom', 'call']"
2440,2440,4.0,0.2337000072002411,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect","['deliv', 'inform', 'benefici', 'term', 'speed', 'learn', 'refer', 'discuss']"
2441,2441,1.0,0.3666999936103821,"understand, easier, materi, make, real, note, hear, topic, concept, feedback","['depth', 'understand']"
2442,2442,6.0,0.41999998688697815,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend","['set', 'time', 'im', 'motiv']"
2443,2443,6.0,0.6208999752998352,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend","['learn', 'manag', 'time', 'choos', 'prioriti']"
2444,2444,4.0,0.3666999936103821,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect","['lectur', 'note']"
2445,2445,8.0,0.10010000318288803,"live, content, inform, upload, video, teach, find, abil, chat, activ",['idk']
2446,2446,9.0,0.4636000096797943,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl","['question', 'work', 'set', 'make', 'feel', 'school', 'reason', 'usual', 'school', 'schedul']"
2447,2447,9.0,0.699999988079071,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl","['work', 'pace']"
2448,2448,7.0,0.550000011920929,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",['interact']
2449,2449,8.0,0.31029999256134033,"live, content, inform, upload, video, teach, find, abil, chat, activ","['bit', 'dozi', 'watch', 'video', 'live', 'chat', 'zoom', 'back', 'miss', 'bit']"
2450,2450,6.0,0.550000011920929,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",['time']
2451,2451,9.0,0.44269999861717224,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl","['learn', 'pace', 'paus', 'research', 'fewer', 'technic', 'difficulti']"
2452,2452,7.0,0.5519000291824341,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['possibl', 'pauselisten']"
2453,2453,9.0,0.699999988079071,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl","['work', 'pace']"
2454,2454,7.0,0.3666999936103821,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['social', 'interact']"
2455,2455,4.0,0.5260999798774719,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect","['rewindskip', 'back', 'need', 'watch']"
2456,2456,9.0,0.30000001192092896,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl","['organ', 'work', 'pace', 'back', 'relisten', 'need']"
2457,2457,6.0,0.3666999936103821,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend","['mean', 'commun']"
2458,2458,8.0,0.2759000062942505,"live, content, inform, upload, video, teach, find, abil, chat, activ","['socialis', 'live', 'class', 'motiv']"
2459,2459,1.0,0.2818000018596649,"understand, easier, materi, make, real, note, hear, topic, concept, feedback","['rewatch', 'time', 'fulli', 'understand', 'topic', 'present', 'teach', 'form', 'teacher', 'speak']"
2460,2460,5.0,0.3499999940395355,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort","['direct', 'discuss', 'feel', 'normal', 'uni']"
2461,2461,6.0,0.699999988079071,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend","['manag', 'time']"
2462,2462,1.0,0.25839999318122864,"understand, easier, materi, make, real, note, hear, topic, concept, feedback","['live', 'class', 'make', 'connect', 'educ', 'teacher', 'classmat', 'make', 'easier', 'feel', 'motiv']"
2463,2463,8.0,0.2750000059604645,"live, content, inform, upload, video, teach, find, abil, chat, activ","['anxieti', 'video', 'call']"
2464,2464,7.0,0.2750000059604645,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['interact', 'rememb', 'materi']"
2465,2465,8.0,0.22020000219345093,"live, content, inform, upload, video, teach, find, abil, chat, activ","['work', 'earli', 'live', 'class']"
2466,2466,7.0,0.3666999936103821,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['engag', 'interact']"
2467,2467,3.0,0.2215999960899353,"record, engag, normal, email, similar, prefer, dont, point, stop, account","['live', 'class', 'discuss', 'form', 'anxieti', 'record', 'lectur', 'bore', 'prefer', 'independ', 'studi', 'closer', 'exam']"
2468,2468,1.0,0.5249999761581421,"understand, easier, materi, make, real, note, hear, topic, concept, feedback","['instant', 'respons', 'feedback']"
2469,2469,7.0,0.699999988079071,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['commun', 'aspect']"
2470,2470,7.0,0.33489999175071716,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['engag', 'lectur', 'askingansw', 'question', 'join', 'discuss']"
2471,2471,6.0,0.3961000144481659,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend","['mean', 'busi', 'work', 'time', 'lectur', 'watch', 'conveni']"
2472,2472,9.0,0.30000001192092896,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl","['classroom', 'environ', 'direct', 'support', 'peopl', 'work']"
2473,2473,8.0,0.30000001192092896,"live, content, inform, upload, video, teach, find, abil, chat, activ","['dont', 'video', 'call', 'peopl', 'make', 'anxiou']"
2474,2474,5.0,0.5249999761581421,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort","['easiest', 'mode', 'note']"
2475,2475,1.0,0.699999988079071,"understand, easier, materi, make, real, note, hear, topic, concept, feedback","['easier', 'understand']"
2476,2476,8.0,0.3684999942779541,"live, content, inform, upload, video, teach, find, abil, chat, activ","['motivationpressur', 'activ', 'particip']"
2477,2477,7.0,0.637499988079071,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['live', 'class', 'teacher', 'student', 'activ', 'particip', 'question']"
2478,2478,8.0,0.22040000557899475,"live, content, inform, upload, video, teach, find, abil, chat, activ","['content', 'specif', 'relat', 'paus', 'rewind']"
2479,2479,1.0,0.3499999940395355,"understand, easier, materi, make, real, note, hear, topic, concept, feedback","['room', 'engag', 'easier', 'stay', 'focus']"
2480,2480,4.0,0.550000011920929,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",['watch']
2481,2481,1.0,0.2818000018596649,"understand, easier, materi, make, real, note, hear, topic, concept, feedback","['topic', 'concept', 'explain', 'abil', 'paus', 'video', 'write', 'note', 'refer', 'back']"
2482,2482,4.0,0.3499999940395355,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect","['taught', 'teacher', 'paus', 'rewind', 'speed']"
2483,2483,6.0,0.550000011920929,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend",['time']
2484,2484,9.0,0.3499999940395355,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl","['schedul', 'hold', 'account', 'work', 'time']"
2485,2485,9.0,0.3666999936103821,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl","['access', 'anytim']"
2486,2486,7.0,0.4551999866962433,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['maintain', 'feel', '“real”', 'offlin', 'class', 'time', 'confid', 'particip', 'class', 'discuss']"
2487,2487,3.0,0.421099990606308,"record, engag, normal, email, similar, prefer, dont, point, stop, account","['engag', 'colabor', 'option', 'dont', 'understand']"
2488,2488,7.0,0.5249999761581421,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['send', 'question', 'immedi']"
2489,2489,9.0,0.5263000130653381,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl","['anxieti', 'provok', 'work', 'pace']"
2490,2490,1.0,0.31060001254081726,"understand, easier, materi, make, real, note, hear, topic, concept, feedback","['import', 'discuss', 'peer', 'lot', 'detail', 'learn', 'medicin', 'discuss', 'order', 'maximis', 'understand']"
2491,2491,6.0,0.3666999936103821,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend","['time', 'pace']"
2492,2492,6.0,0.30000001192092896,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend","['watch', 'time', 'studi', 'assign', 'listen', 'professor']"
2493,2493,4.0,0.20499999821186066,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect","['student', 'attend', 'class', 'time', 'longer', 'physic', 'univers', 'circumst', 'enabl', 'class', 'time', 'chang', 'nice', 'listen', 'lectur', 'review', 'materi', 'make', 'understand', 'miss']"
2494,2494,7.0,0.3440000116825104,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['chat', 'peopl', 'freeli', 'whilst', 'lecturerseminar', 'leader', 'speak', 'issu', 'delay', 'video', 'audiopressur']"
2495,2495,5.0,0.2750000059604645,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort","['feel', 'real', 'lesson']"
2496,2496,7.0,0.26249998807907104,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['materi', 'your', 'work', 'explain', 'isnt', 'fulli', 'teach']"
2497,2497,3.0,0.2628999948501587,"record, engag, normal, email, similar, prefer, dont, point, stop, account","['interact', 'academ', 'classmat', 'sens', 'normal', 'learn', 'process']"
2498,2498,9.0,0.41999998688697815,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl","['effici', 'work', 'class', 'pace']"
2499,2499,5.0,0.3885999917984009,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort","['enjoy', 'fact', 'interact', 'feel', 'closest', 'actual', 'school']"
2500,2500,1.0,0.30000001192092896,"understand, easier, materi, make, real, note, hear, topic, concept, feedback","['find', 'easier', 'understand', 'thing', 'abil', 'discuss']"
2501,2501,1.0,0.2784999907016754,"understand, easier, materi, make, real, note, hear, topic, concept, feedback","['record', 'lectur', 'watch', 'teacher', 'fill', 'note', 'work', 'problem', 'physic', 'classroom', 'help', 'understand', 'materi', 'read', 'copi', 'complet', 'note', 'clarif', 'lectur', 'happen', 'time', 'back']"
2502,2502,4.0,0.550000011920929,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",['easi']
2503,2503,4.0,0.30000001192092896,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect","['interact', 'lectur', 'similar', 'real', 'lectur', 'schedul']"
2504,2504,3.0,0.550000011920929,"record, engag, normal, email, similar, prefer, dont, point, stop, account",['engag']
2505,2505,1.0,0.44290000200271606,"understand, easier, materi, make, real, note, hear, topic, concept, feedback","['onlin', 'lectur', 'onlin', 'materi', 'make', 'easier']"
2506,2506,6.0,0.35030001401901245,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend","['full', 'explan', 'content', 'set', 'time']"
2507,2507,3.0,0.4226999878883362,"record, engag, normal, email, similar, prefer, dont, point, stop, account","['univers', 'uk', 'intern', 'student', 'time', 'zone']"
2508,2508,4.0,0.3000999987125397,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect","['refer', 'back', 'class', 'record', 'catch', 'miss']"
2509,2509,5.0,0.41999998688697815,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort","['forc', 'pay', 'attent', 'routin']"
2510,2510,5.0,0.41999998688697815,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort","['interact', 'easier', 'pay', 'attent']"
2511,2511,4.0,0.516700029373169,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect","['watch', 'back', 'listen', 'schedul', 'plan']"
2512,2512,8.0,0.2750000059604645,"live, content, inform, upload, video, teach, find, abil, chat, activ","['realist', 'facetofac', 'teach']"
2513,2513,9.0,0.550000011920929,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl",['pace']
2514,2514,7.0,0.7749999761581421,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['easili', 'professor', 'question']"
2515,2515,9.0,0.3666999936103821,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl","['lesson', 'pace']"
2516,2516,1.0,0.3190000057220459,"understand, easier, materi, make, real, note, hear, topic, concept, feedback","['feel', 'real', 'thing', 'add', 'bit', 'visualis', 'learn']"
2517,2517,7.0,0.8199999928474426,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['freeli', 'interact', 'teacher', 'question']"
2518,2518,1.0,0.3499999940395355,"understand, easier, materi, make, real, note, hear, topic, concept, feedback","['easier', 'understand', 'explain', 'person', 'teacher']"
2519,2519,3.0,0.3515999913215637,"record, engag, normal, email, similar, prefer, dont, point, stop, account","['dont', 'ineract', 'teacher', 'work', 'long', 'respect', 'deadlin']"
2520,2520,7.0,0.3666999936103821,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['social', 'convers']"
2521,2521,9.0,0.3513000011444092,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl","['easi', 'revis', 'inform', 'guarante', 'access', 'broadbandwifi', 'work', 'excel', 'conjunct', 'occasion', 'zoomsemail', 'correspond']"
2522,2522,7.0,0.45559999346733093,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['hold', 'opportun', 'question', 'share', 'opinion', 'immedi', 'record', 'lectur']"
2523,2523,9.0,0.23350000381469727,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl","['zoom', 'call', 'feel', 'bit', 'unprofession', 'anxieti', 'info', 'page', 'speak', 'peopl']"
2524,2524,4.0,0.3100000023841858,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect","['engag', 'lectur', 'live', 'attend', 'lectur', 'prerecord', 'lectur', 'view', 'time']"
2525,2525,7.0,0.30469998717308044,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['record', 'lectur', 'manag', 'time', 'attend', 'live', 'class', 'exploit', 'possibl', 'speed', 'rewind', 'part', 'understand', 'ideal', 'combin', 'discuss', 'forum', 'make', 'lost', 'interact']"
2526,2526,5.0,0.30000001192092896,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort","['uni', 'uni', 'didnt', 'discuss', 'seminar', 'lectur']"
2527,2527,7.0,0.6200000047683716,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['easier', 'commun', 'classmat', 'teacher']"
2528,2528,7.0,0.2750000059604645,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['forc', 'attend', 'class']"
2529,2529,7.0,0.550000011920929,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",['interact']
2530,2530,0.0,0.10000000149011612,"de, ressemblait, eu, nou, poser, c’est, vraie, une, le, seul",['understabd']
2531,2531,4.0,0.5249999761581421,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect","['easi', 'follow', 'understand']"
2532,2532,7.0,0.3407999873161316,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['teacher', 'student', 'interact', 'workload', 'alter', 'manag', 'amount', 'email', 'teacher', 'feel', 'understand', 'class', 'subject', 'doabl', 'workload', 'overestim']"
2533,2533,1.0,0.3666999936103821,"understand, easier, materi, make, real, note, hear, topic, concept, feedback","['easier', 'commun']"
2534,2534,7.0,0.3666999936103821,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['class', 'uni']"
2535,2535,4.0,0.550000011920929,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",['explan']
2536,2536,8.0,0.4438000023365021,"live, content, inform, upload, video, teach, find, abil, chat, activ","['quizz', 'chat', 'make', 'activ', 'learn', 'effici', 'interact']"
2537,2537,4.0,0.22139999270439148,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect","['rewind', 'miss', 'chang', 'speed', 'suit', 'find', 'easier', 'learn', 'professor', 'explain', 'read', 'upload', 'materi']"
2538,2538,7.0,0.3499999940395355,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['learn', 'languag', 'import', 'convers', 'educ']"
2539,2539,1.0,0.550000011920929,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",['understand']
2540,2540,7.0,0.420199990272522,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['real', 'love', 'interact', 'discuss']"
2541,2541,1.0,0.550000011920929,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",['understand']
2542,2542,9.0,0.4058000147342682,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl","['confid', 'video', 'call', 'platform', 'microsoft', 'team', 'find', 'listen', 'lectur']"
2543,2543,7.0,0.5105000138282776,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['know', 'live', 'speak', 'class', 'mate', 'professor', 'time', 'help', 'focu']"
2544,2544,3.0,0.30000001192092896,"record, engag, normal, email, similar, prefer, dont, point, stop, account","['teacher', 'explain', 'thing', 'dont', 'fulli', 'understand']"
2545,2545,1.0,0.2849000096321106,"understand, easier, materi, make, real, note, hear, topic, concept, feedback","['student', 'understand', 'materi', 'bit', 'except', 'learn', 'assignmentsmateri', 'onlin', 'class', 'distinguish', 'student', 'put', 'effort', 'vacat', 'offend', 'approach', 'cope', 'mechan', 'lot', 'peopl', 'includ', 'mixtur', 'term', 'product', 'stereotyp', 'situat', 'research']"
2546,2546,4.0,0.41999998688697815,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect","['watch', 'suit', 'paus', 'watch']"
2547,2547,8.0,0.5249999761581421,"live, content, inform, upload, video, teach, find, abil, chat, activ","['provid', 'content', 'structur']"
2548,2548,8.0,0.4165000021457672,"live, content, inform, upload, video, teach, find, abil, chat, activ","['help', 'consolid', 'knowledg', 'understand']"
2549,2549,7.0,0.5856999754905701,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['extra', 'inform', 'answer', 'straight', 'wait', 'email']"
2550,2550,1.0,0.2750000059604645,"understand, easier, materi, make, real, note, hear, topic, concept, feedback","['question', 'gain', 'understand']"
2551,2551,7.0,0.38760000467300415,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['fulli', 'interact', 'teacher', 'classmat', 'find', 'method', 'passiv']"
2552,2552,7.0,0.4634000062942505,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['zoom', 'meet', 'chaotic', 'miss', 'discuss', 'fellow', 'classmat', 'discuss', 'board', 'hear', 'other’', 'opinion']"
2553,2553,7.0,0.6200000047683716,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['commun', 'teacher', 'class', 'learn']"
2554,2554,7.0,0.550000011920929,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",['interact']
2555,2555,7.0,0.550000011920929,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",['question']
2556,2556,7.0,0.2750000059604645,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['interact', 'stuff', 'motiv']"
2557,2557,7.0,0.44290000200271606,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['live', 'interact', 'question', 'learn', 'concept', 'structur']"
2558,2558,4.0,0.550000011920929,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect",['classroom']
2559,2559,9.0,0.438400000333786,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl","['sleep', 'paus', 'rewind']"
2560,2560,7.0,0.699999988079071,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['teacher', 'question']"
2561,2561,3.0,0.3666999936103821,"record, engag, normal, email, similar, prefer, dont, point, stop, account","['im', 'engag']"
2562,2562,6.0,0.42829999327659607,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend","['easier', 'manag', 'time', 'control', 'long', 'work']"
2563,2563,7.0,0.550000011920929,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",['interact']
2564,2564,3.0,0.5249999761581421,"record, engag, normal, email, similar, prefer, dont, point, stop, account","['engag', 'routin', 'life']"
2565,2565,4.0,0.7017999887466431,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect","['rewatch', 'teachinglik', 'experi']"
2566,2566,7.0,0.5856999754905701,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['hear', 'student', 'answer', 'question', 'teacher', 'peer']"
2567,2567,1.0,0.35040000081062317,"understand, easier, materi, make, real, note, hear, topic, concept, feedback","['long', 'suppli', 'materi', 'explain', 'make', 'sens']"
2568,2568,5.0,0.41999998688697815,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort","['feel', 'person', 'actual', 'classroom']"
2569,2569,5.0,0.2199999988079071,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort","['feel', 'normal', 'class', 'distract']"
2570,2570,1.0,0.26249998807907104,"understand, easier, materi, make, real, note, hear, topic, concept, feedback","['find', 'easier', 'engag', 'feel', 'motiv', 'professor', 'peer']"
2571,2571,8.0,0.3666999936103821,"live, content, inform, upload, video, teach, find, abil, chat, activ","['live', 'question']"
2572,2572,8.0,0.550000011920929,"live, content, inform, upload, video, teach, find, abil, chat, activ",['inform']
2573,2573,4.0,0.2727000117301941,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect","['lectur', 'teach', 'watch', 'previous', 'record', 'slide', 'hisher', 'voic', 'lectur', 'know', 'fellow', 'student', 'log', 'watch', 'time', 'make', 'lectur', 'interact', 'visual', 'powerpoint', 'slide', 'great', 'advantag', 'previous', 'record', 'lectur', 'integr', 'onlin', 'zoom', 'class']"
2574,2574,8.0,0.41999998688697815,"live, content, inform, upload, video, teach, find, abil, chat, activ","['help', 'understand', 'content', 'appli']"
2575,2575,9.0,0.3499999940395355,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl","['let', 'work', 'pace', 'content', 'explain']"
2576,2576,7.0,0.4609000086784363,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['havent', 'class', 'core', 'subject', 'team', 'havent', 'complet', 'number', 'modul', 'taught', 'team', 'engag', 'onlin', 'class']"
2577,2577,1.0,0.2750000059604645,"understand, easier, materi, make, real, note, hear, topic, concept, feedback","['clearer', 'understand', 'learn']"
2578,2578,6.0,0.2386000007390976,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend","['teacher', 'measur', 'attend', 'encourag', 'call', 'work', 'find', 'subject', 'teacher', 'onlin', 'call', 'subject', 'fall']"
2579,2579,7.0,0.5249999761581421,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['interact', 'prerecord', 'lectur']"
2580,2580,1.0,0.41999998688697815,"understand, easier, materi, make, real, note, hear, topic, concept, feedback","['teacher', 'student', 'understand', 'materi']"
2581,2581,5.0,0.44279998540878296,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort","['hard', 'understand', 'assign', 'properli', 'instruct', 'lesson']"
2582,2582,5.0,0.23399999737739563,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort","['independ', 'teach', 'paus', 'rewind', 'offic', 'hour', 'assign', 'benefici', 'solidifi', 'knowledg']"
2583,2583,7.0,0.5249999761581421,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['question', 'respons', 'teacher']"
2584,2584,3.0,0.310699999332428,"record, engag, normal, email, similar, prefer, dont, point, stop, account","['speak', 'proffesor', 'teach', 'normal', 'condit']"
2585,2585,7.0,0.5163999795913696,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['make', 'class', 'interact', 'class', 'facebook', 'live', 'slept']"
2586,2586,7.0,0.5860000252723694,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['interact', 'teacher', 'normal', 'class', 'situat', 'question']"
2587,2587,3.0,0.2628999948501587,"record, engag, normal, email, similar, prefer, dont, point, stop, account","['engag', 'similar', 'lectur', 'theatr', 'physic', 'class', 'experi', 'home']"
2588,2588,1.0,0.5249999761581421,"understand, easier, materi, make, real, note, hear, topic, concept, feedback","['easier', 'follow', 'distract']"
2589,2589,7.0,0.2199999988079071,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['maintain', 'connect', 'peer', 'teacher']"
2590,2590,8.0,0.3100000023841858,"live, content, inform, upload, video, teach, find, abil, chat, activ","['activ', 'learn', 'engag', 'content', 'hard', 'understand', 'question', 'fast', 'respons']"
2591,2591,6.0,0.516700029373169,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend","['conveni', 'easi', 'follow', 'set', 'time']"
2592,2592,3.0,0.3686999976634979,"record, engag, normal, email, similar, prefer, dont, point, stop, account","['question', 'realtim', 'groupwork']"
2593,2593,7.0,0.3666999936103821,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['human', 'interact']"
2594,2594,7.0,0.5249999761581421,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['question', 'dynam', 'learn']"
2595,2595,5.0,0.26249998807907104,"feel, closest, explain, face, actual, read, complet, gener, mode, comfort","['face', 'face', 'discuss', 'lectur', 'group', 'discuss', 'platform']"
2596,2596,4.0,0.34459999203681946,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect","['internet', 'connect', 'isn‘t', 'good', 'live', 'class', 'watch', 'time', 'time']"
2597,2597,1.0,0.3003999888896942,"understand, easier, materi, make, real, note, hear, topic, concept, feedback","['verri', 'interact', 'learn', 'studi', 'art', 'academi', 'thing', 'hear', 'feedback', 'classmat', 'teacher', 'discuss', 'thing', 'stuck', 'make', 'feel', 'your', 'bit']"
2598,2598,7.0,0.41999998688697815,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['interact', 'order', 'stay', 'motiv']"
2599,2599,7.0,0.8199999928474426,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['interact', 'student', 'lesson', 'dynam']"
2600,2600,3.0,0.5249999761581421,"record, engag, normal, email, similar, prefer, dont, point, stop, account","['interact', 'interest', 'engag']"
2601,2601,9.0,0.699999988079071,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl","['work', 'pace']"
2602,2602,6.0,0.3043999969959259,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend","['person', 'effect', 'work', 'mode', 'freedom', 'schedul', 'day', 'week', 'term', 'stick', 'fix', 'time', 'date', 'case', 'live', 'class']"
2603,2603,1.0,0.550000011920929,"understand, easier, materi, make, real, note, hear, topic, concept, feedback",['distract']
2604,2604,7.0,0.550000011920929,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor",['question']
2605,2605,7.0,0.3666999936103821,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['interact', 'social']"
2606,2606,9.0,0.3666999936103821,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl","['studi', 'pace']"
2607,2607,4.0,0.512499988079071,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect","['listen', 'record', 'pace', 'back', 'thing', 'miss', 'understand']"
2608,2608,7.0,0.3871000111103058,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['real', 'time', 'convo', 'mean', 'confus', 'rapidli', 'directli', 'commun', 'teacher']"
2609,2609,7.0,0.3499999940395355,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['similar', 'amount', 'structur', 'person', 'class']"
2610,2610,6.0,0.6200000047683716,"time, studi, conveni, slow, lot, peopl, day, set, subject, attend","['multipl', 'time', 'case', 'miss']"
2611,2611,9.0,0.45570001006126404,"work, learn, pace, zoom, paus, motiv, interrupt, schedul, school, flexibl","['easi', 'lost', 'feel', 'commun', 'school', 'work', 'aw', 'sens', 'motiv']"
2612,2612,7.0,0.46369999647140503,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['possibl', 'question', 'live', 'instant', 'repli', 'immedi', 'explain', 'understood', 'topic', 'move']"
2613,2613,7.0,0.3666999936103821,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['direct', 'interact']"
2614,2614,4.0,0.2750000059604645,"lectur, back, watch, internet, forget, classroom, thing, easi, miss, connect","['rememb', 'thing', 'spoken']"
2615,2615,7.0,0.4672999978065491,"interact, class, question, teacher, discuss, student, help, lesson, onlin, professor","['question', 'answer', 'teacher', 'prefer', 'learn', 'speech', 'read']"
