,Dominant_Topic,Topic_Keywords,Num_Documents,Perc_Documents
342.0,0.0,"class, lectur, time, onlin, work, teacher, make, live, interact, student",,
343.0,0.0,"class, lectur, time, onlin, work, teacher, make, live, interact, student",,
344.0,0.0,"class, lectur, time, onlin, work, teacher, make, live, interact, student",,
345.0,0.0,"class, lectur, time, onlin, work, teacher, make, live, interact, student",,
346.0,0.0,"class, lectur, time, onlin, work, teacher, make, live, interact, student",,
347.0,0.0,"class, lectur, time, onlin, work, teacher, make, live, interact, student",,
348.0,0.0,"class, lectur, time, onlin, work, teacher, make, live, interact, student",,
349.0,0.0,"class, lectur, time, onlin, work, teacher, make, live, interact, student",,
350.0,0.0,"class, lectur, time, onlin, work, teacher, make, live, interact, student",,
351.0,0.0,"class, lectur, time, onlin, work, teacher, make, live, interact, student",,
352.0,0.0,"class, lectur, time, onlin, work, teacher, make, live, interact, student",,
353.0,0.0,"class, lectur, time, onlin, work, teacher, make, live, interact, student",,
354.0,0.0,"class, lectur, time, onlin, work, teacher, make, live, interact, student",,
355.0,0.0,"class, lectur, time, onlin, work, teacher, make, live, interact, student",,
356.0,0.0,"class, lectur, time, onlin, work, teacher, make, live, interact, student",,
357.0,0.0,"class, lectur, time, onlin, work, teacher, make, live, interact, student",,
358.0,0.0,"class, lectur, time, onlin, work, teacher, make, live, interact, student",,
359.0,0.0,"class, lectur, time, onlin, work, teacher, make, live, interact, student",,
360.0,0.0,"class, lectur, time, onlin, work, teacher, make, live, interact, student",,
361.0,0.0,"class, lectur, time, onlin, work, teacher, make, live, interact, student",,
362.0,0.0,"class, lectur, time, onlin, work, teacher, make, live, interact, student",,
363.0,0.0,"class, lectur, time, onlin, work, teacher, make, live, interact, student",,
