,Dominant_Topic,Topic_Keywords,Num_Documents,Perc_Documents
205.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
206.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
207.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
208.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
209.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
210.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
211.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
212.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
213.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
214.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
215.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
216.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
217.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
218.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
219.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
220.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
221.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
222.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
223.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
224.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
225.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
226.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
227.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
228.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
229.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
230.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
231.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
232.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
233.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
234.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
235.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
236.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
237.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
238.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
239.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
240.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
241.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
242.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
243.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
244.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
245.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
246.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
247.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
248.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
249.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
250.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
251.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
252.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
253.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
254.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
255.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
256.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
257.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
258.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
259.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
260.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
261.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
262.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
263.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
264.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
265.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
266.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
267.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
268.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
269.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
270.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
271.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
272.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
273.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
274.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
275.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
276.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
277.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
278.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
279.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
280.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
281.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
282.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
283.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
284.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
285.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
286.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
287.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
288.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
289.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
290.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
291.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
292.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
293.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
294.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
295.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
296.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
297.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
298.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
299.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
300.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
301.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
302.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
303.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
304.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
305.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
306.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
307.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
308.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
309.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
310.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
311.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
312.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
313.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
314.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
315.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
316.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
317.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
318.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
319.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
320.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
321.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
322.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
323.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
324.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
325.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
326.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
327.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
328.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
329.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
330.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
331.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
332.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
333.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
334.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
335.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
336.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
337.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
338.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
339.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
340.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
341.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
342.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
343.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
344.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
345.0,0.0,"work, time, pace, class, materi, learn, live, zoom, prefer, teacher",,
