,Dominant_Topic,Topic_Keywords,Num_Documents,Perc_Documents
212.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
213.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
214.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
215.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
216.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
217.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
218.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
219.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
220.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
221.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
222.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
223.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
224.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
225.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
226.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
227.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
228.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
229.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
230.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
231.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
232.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
233.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
234.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
235.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
236.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
237.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
238.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
239.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
240.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
241.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
242.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
243.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
244.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
245.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
246.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
247.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
248.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
249.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
250.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
251.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
252.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
253.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
254.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
255.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
256.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
257.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
258.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
259.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
260.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
261.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
262.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
263.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
264.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
265.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
266.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
267.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
268.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
269.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
270.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
271.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
272.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
273.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
274.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
275.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
276.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
277.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
278.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
279.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
280.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
281.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
282.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
283.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
284.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
285.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
286.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
287.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
288.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
289.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
290.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
291.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
292.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
293.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
294.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
295.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
296.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
297.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
298.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
299.0,0.0,"onlin, time, class, work, cours, feel, learn, prefer, pace, studi",,
